"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Physical inactivity, adolescents aged 11-17","","2016","Trinidad and Tobago","Region of the Americas","Females","","85.58378","82.29173","88.35046","",
"Physical inactivity, adolescents aged 11-17","","2016","Tunisia","Eastern Mediterranean Region","Total","","81.49166","78.57747","84.0966","",
"Physical inactivity, adolescents aged 11-17","","2016","Tunisia","Eastern Mediterranean Region","Males","","74.86953","71.21432","78.20266","",
"Physical inactivity, adolescents aged 11-17","","2016","Tunisia","Eastern Mediterranean Region","Females","","88.43867","86.30184","90.2797","",
"Physical inactivity, adolescents aged 11-17","","2016","Türkiye","European Region","Total","","81.27968","78.31115","83.92742","",
"Physical inactivity, adolescents aged 11-17","","2016","Türkiye","European Region","Males","","76.63231","73.18774","79.75675","",
"Physical inactivity, adolescents aged 11-17","","2016","Türkiye","European Region","Females","","86.10882","83.63494","88.26122","",
"Physical inactivity, adolescents aged 11-17","","2016","Tuvalu","Western Pacific Region","Total","","87.13863","84.50783","89.37926","",
"Physical inactivity, adolescents aged 11-17","","2016","Tuvalu","Western Pacific Region","Males","","85.33495","82.44111","87.8223","",
"Physical inactivity, adolescents aged 11-17","","2016","Tuvalu","Western Pacific Region","Females","","88.94231","86.57455","90.93621","",
"Physical inactivity, adolescents aged 11-17","","2016","Uganda","African Region","Total","","85.67472","82.67039","88.23153","",
"Physical inactivity, adolescents aged 11-17","","2016","Uganda","African Region","Males","","84.0187","80.84859","86.75006","",
"Physical inactivity, adolescents aged 11-17","","2016","Uganda","African Region","Females","","87.3482","84.51138","89.72858","",
"Physical inactivity, adolescents aged 11-17","","2016","Ukraine","European Region","Total","","76.65703","73.18757","79.80196","",
"Physical inactivity, adolescents aged 11-17","","2016","Ukraine","European Region","Males","","70.64612","66.72278","74.28518","",
"Physical inactivity, adolescents aged 11-17","","2016","Ukraine","European Region","Females","","83.01966","80.03064","85.64155","",
"Physical inactivity, adolescents aged 11-17","","2016","United Arab Emirates","Eastern Mediterranean Region","Total","","81.94751","79.0049","84.5599","",
"Physical inactivity, adolescents aged 11-17","","2016","United Arab Emirates","Eastern Mediterranean Region","Males","","77.92442","74.55867","80.95861","",
"Physical inactivity, adolescents aged 11-17","","2016","United Arab Emirates","Eastern Mediterranean Region","Females","","86.8996","84.47782","88.99276","",
"Physical inactivity, adolescents aged 11-17","","2016","United Kingdom of Great Britain and Northern Ireland","European Region","Total","","79.9084","77.25549","82.32463","",
"Physical inactivity, adolescents aged 11-17","","2016","United Kingdom of Great Britain and Northern Ireland","European Region","Males","","74.65548","71.56465","77.5159","",
"Physical inactivity, adolescents aged 11-17","","2016","United Kingdom of Great Britain and Northern Ireland","European Region","Females","","85.41487","83.22099","87.36546","",
"Physical inactivity, adolescents aged 11-17","","2016","United Republic of Tanzania","African Region","Total","","82.11333","78.8793","84.94592","",
"Physical inactivity, adolescents aged 11-17","","2016","United Republic of Tanzania","African Region","Males","","78.23728","74.62816","81.46056","",
"Physical inactivity, adolescents aged 11-17","","2016","United Republic of Tanzania","African Region","Females","","85.9568","83.0947","88.40198","",
"Physical inactivity, adolescents aged 11-17","","2016","United States of America","Region of the Americas","Total","","72.04798","68.8367","75.05107","",
"Physical inactivity, adolescents aged 11-17","","2016","United States of America","Region of the Americas","Males","","63.95956","60.29311","67.4701","",
"Physical inactivity, adolescents aged 11-17","","2016","United States of America","Region of the Americas","Females","","80.49683","77.76099","82.96983","",
"Physical inactivity, adolescents aged 11-17","","2016","Uruguay","Region of the Americas","Total","","82.19126","79.34633","84.72689","",
"Physical inactivity, adolescents aged 11-17","","2016","Uruguay","Region of the Americas","Males","","75.28133","71.65026","78.58633","",
"Physical inactivity, adolescents aged 11-17","","2016","Uruguay","Region of the Americas","Females","","89.38799","87.36183","91.12231","",
"Physical inactivity, adolescents aged 11-17","","2016","Vanuatu","Western Pacific Region","Total","","87.53436","84.82523","89.81805","",
"Physical inactivity, adolescents aged 11-17","","2016","Vanuatu","Western Pacific Region","Males","","86.16538","83.25326","88.64021","",
"Physical inactivity, adolescents aged 11-17","","2016","Vanuatu","Western Pacific Region","Females","","89.04079","86.55503","91.11416","",
"Physical inactivity, adolescents aged 11-17","","2016","Venezuela (Bolivarian Republic of)","Region of the Americas","Total","","88.75968","86.84856","90.42675","",
"Physical inactivity, adolescents aged 11-17","","2016","Venezuela (Bolivarian Republic of)","Region of the Americas","Males","","84.76599","82.29372","86.94781","",
"Physical inactivity, adolescents aged 11-17","","2016","Venezuela (Bolivarian Republic of)","Region of the Americas","Females","","92.91288","91.58531","94.04462","",
"Physical inactivity, adolescents aged 11-17","","2016","Viet Nam","Western Pacific Region","Total","","86.31763","83.54263","88.69165","",
"Physical inactivity, adolescents aged 11-17","","2016","Viet Nam","Western Pacific Region","Males","","82.25038","78.85289","85.20445","",
"Physical inactivity, adolescents aged 11-17","","2016","Viet Nam","Western Pacific Region","Females","","90.63089","88.51603","92.38977","",
"Physical inactivity, adolescents aged 11-17","","2016","Western Pacific Region","Western Pacific Region","Total","","85.77907","82.41131","93.1058","",
"Physical inactivity, adolescents aged 11-17","","2016","Western Pacific Region","Western Pacific Region","Males","","81.95973","81.16903","89.01832","",
"Physical inactivity, adolescents aged 11-17","","2016","Western Pacific Region","Western Pacific Region","Females","","90.07629","89.3896","93.36177","",
"Physical inactivity, adolescents aged 11-17","","2016","Yemen","Eastern Mediterranean Region","Total","","86.37056","83.56096","88.76513","",
"Physical inactivity, adolescents aged 11-17","","2016","Yemen","Eastern Mediterranean Region","Males","","83.28323","80.05076","86.08299","",
"Physical inactivity, adolescents aged 11-17","","2016","Yemen","Eastern Mediterranean Region","Females","","89.58032","87.21038","91.55363","",
"Physical inactivity, adolescents aged 11-17","","2016","Zambia","African Region","Total","","89.26982","87.08729","91.12084","",
"Physical inactivity, adolescents aged 11-17","","2016","Zambia","African Region","Males","","89.44672","87.37465","91.21292","",
"Physical inactivity, adolescents aged 11-17","","2016","Zambia","African Region","Females","","89.09148","86.79758","91.02802","",
"Physical inactivity, adolescents aged 11-17","","2016","Zimbabwe","African Region","Total","","86.63512","83.99576","88.89633","",
"Physical inactivity, adolescents aged 11-17","","2016","Zimbabwe","African Region","Males","","84.62812","81.75912","87.11697","",
"Physical inactivity, adolescents aged 11-17","","2016","Zimbabwe","African Region","Females","","88.64064","86.23074","90.67439","",
